NARRATIVE,target,split
several|employee|be|wash|lime|slurry|spill|into|sump|some|of|the|slurry|splash|into|his|boot|and|over|time|burning|to|both|foot|occur|the|lime|have|saturate|his|boot|and|sock|and|yet|he|continued|to|work,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|report|have|chest|pain|to|his|supervisor|local|emergency-medical-technician-|notify|and|transport|to|bluefield|regional|hospital|diagnosis|inflammation|reflux|medication|prescribed|back|to|work|next|shift,B-person/employee|O|O|B-body_part/body/chest|O|O|O|B-person/supervisor|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O,train
employee|be|attempt|to|unplug|preheater|tower|use|cardox|system|system|discharge|prematurely|burning|employee|on|the|chest|neck|and|arm|he|sustain|1st|degree|burn|to|the|majority|of|the|affected|area|and|be|2nd|degree|burn,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/body/chest|B-body_part/neck|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|building|crib|when|he|slip|and-felt-|sharp|pain|in|his|left|knee|on|5/25/00|orthopedic|doctor|diagnose|the|injury|a|medial-meniscal-|tear|in|left|knee|employee|require|surgery,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee|O|O|O|O|O|O|B-injury|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee|B-person/employee|O|O,train
employee|bounce|in|his|mucker|and|experienced|back|pain|doctor|take|him|off|work|until|follow-up|examination,B-person/employee|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O,train
roof|fall|in|the|number|seam|at|cross-cut|25|spad|+2000|in|the|number|entry|of|the|1st|west|sub|main|fall|be|approximately|high|wide|12|long|fall|be|between|crib|ventilation|be|not|affected|and|no|one|be|trap|or|hurt,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|take|screen|to|the|vacuum|truck|when|employee|step|between|the|board|on|pallet|employee|struck|right|ankle|against|the|board|result|in|contusion,B-person/employee|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-person/employee|O|B-body_part/leg/ankle/right_ankle|I-body_part/leg/ankle/right_ankle|O|O|O|O|O|B-injury/bruises/contusion,train
employee|be|shovel|sand,B-person/employee|O|O|O,train
employee|back|into|be|load|and|shovel|door|come|in|contact|with|headache|rack|jarring|the|employee|in|the|cab|employee|complain|of|numbness|in|leg|and|tightness|in|upper|back|initial|evaluation|result|in|referral|to|specialist|specialist|release|employee|to|restrict|duty|which|could|not|be|accommodate,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|B-body_part/back/upper_back|I-body_part/back/upper_back|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,train
employee|be|hook|dog|onto|block|when|lose|balance|on|ladder|and|slip|and|fell|approximately|ft|sprain|his|left|knee,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee,train
employee's|be|rake|ash|from|kiln|number|grate|ash|dust|go|into|employee's|eye,O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
supply|car|be|lift|by|the|scoop|bucket|to|remove|cement|block|that|be|under|the|car|when|the|employee|reach|for|block|the|car|slid|off|the|scoop|bucket|the|employee's|left|thumb|be|caught|between|the|car|and|cement|block|result|in|fracture,O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|B-person/employee|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb/left_thumb|I-body_part/arm/hand/thumb/left_thumb|O|B-accident_cause/caught_between|I-accident_cause/caught_between|O|B-vehicle/light_vehicle/car|O|O|O|O|O|B-injury/fracture,train
employee|be|use|long|bar|to|push|build-up|off|the|burner|pipe|pipe|slip|injure|his|low|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|B-equipment/pipe|B-equipment/pipe|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back,train
contractor|have|remove|fastener|attach|set|of|step|to|concrete|wall|the|step|be|reset|against|wall|after|work|be|complete|without|reattaching|to|fastener|man|descend|step|the|slid|out|from|under|employee|employee|fell|and|roll|left|foot|over|employee|be|take|for|treat|ment|on|10-27-01|after|pain|continued|xray|reveal|broken|bone|in|foot|employee's|foot|be|wrap|and|support|shoe,B-person/contractor|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|B-person/employee|O|O|O|B-body_part/leg/foot/left_foot|I-body_part/leg/foot/left_foot|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|O|B-body_part/leg/foot|O|O|O|O|O,train
employee|suffer|bruise|and|cut|his|head|require|stitch|this-happen-|when|his|hammer|slip|while|he|be|get|some|metallic|obstruction|out|of|crusher|while|the|plant|be|shut|down|he|lose|his|balance|and|fell|off|the|crusher|platform,B-person/employee|O|B-injury/bruises|O|O|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O,train
employee|be|hold|piece|of|metal|in|place|to|be|weld|over|the|time|period|employee|be|expose|to|weld|flash|therefore|cause|flash|burn|to|his|eye,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|bolting|the|roof|top-put-|drill|steel|against|top-|loose|piece|of|draw|rock|come|loose|hit|employee|cause|small|cut|above|wrist|and|some|swell,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/arm/wrist|O|O|O,train
"roof|fall|of|approximately|20'-long-|20'-wide-|7'-high-|occur|one|break|inby|spad|no|1351.|location|be|approximately|15,000|outby|number|section|in|the|number|entry|intake|area|bolt|with|bolt",O|B-accident_cause/fall|O|O|O|O|O|O|O|B-injury/fracture/break|O|O|O|O|B-location|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|powder|room|an|anfo|load|air|hose|become|stuck|the|employee|be|work|to|free|the|hose|when|the|hose|become|free|and|push|the|employee|hand|into|the|rail|of|the|basket|on|his|piece|of|equipment,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|B-equipment,train
employee|be|operating|scoop|and|use|cable|to|pull|conveyor|chain|back|together|in|shuttle|car|the|cable|broke|and|struck|employee|in|the|face,B-person/employee|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|B-body_part/back|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|B-person/employee|O|O|O,train
employee|fracture|his|little|finger|left|when|it|be|caught|between|the|level|wind|and|the|mount|bracket,B-person/employee|O|O|O|O|O|O|O|O|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|O|O,train
the|employee|be|operating|an|overburden|drill|when|for|some|unknown|reason|the|drill|rig|topple|over|onto|it|left|side|the|employee|fell|from|the|cab|against|the|drill|steel|he|receive|cut|above|his|eye|and|scrape|to|his|right|side|the|outrigger|be|extend|and|the|rig|be|level|before|the|boom|be|raise,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
operator|be|climb|down|from|caterpillar|930|end|loader|and|slip|off|the|strip|in|the|pour|rain|he|land|on|fender|hit|his|rib|he|work|the|day|7-12-04|to|7-15-04|before|he|go|to|the|doctor,B-person/operator|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|inspect|the|bolt|condition|of|limestone|feeder|conveyor|employee|tripped|with|the|electrical|cord|when|employee|try|to|prevent|fall|when|employee|try|to|pick|up|an|electrical|light|and|put|left|hand|inside|the|dolly|rail|employee|pull|the|stop|emergency|cord|but|one|dolly|pinch|left|index|finger|dislocate|it|employee|have|not|miss|any|day|from|work|but|be|work|on|restriction,B-person/employee|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|B-person/employee|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|in|the|12|west|panel|number|cross-cut|number|entry|measure|50|by|by|the|area|be|mine|in|november|2003|and|support|with|tension|rebar|roof|bolt,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|roof|bolting|in|number|entry|when|rock|fell|from|the|roof|strike|the|canopy|it|slide|off|the|canopy|strike|him|on|the|left|leg|strain|his|left|knee,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/left_leg|I-body_part/leg/left_leg|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee,train
employee|be|carry|piece|of|plate|and|step|through|hole,B-person/employee|O|O|O|O|O|O|O|O|O,train
employee|have|place|catheads|on|desk|during|unload|supply|while|cleaning|the|office|floor|he|bumped|chair|which|cause|one|of|the|catheads|to|fall|off|the|desk|strike|his|left|index|finger|cause|fracture|to|the|first|joint,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-location/office|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|B-injury/fracture|O|O|O|O,train
employee|be|replace|spray|bar|on|the|float-cell-|over|an|extend|period|of|time|2-3|week|at|home|on|the|night|of|4/6/01|he|developed|rash|on|his|body|the|follow|day|he|developed|an|anaphylactic|reaction,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/body|O|O|O|O|O|O|O|O,train
employee|report|attempt|to|unload|steel|continued|miner|cutter|motor|cover|from|supply|basket|to|mine|slope|car|the|supply|basket|be|raise|use|surface|fork|lift|when|the|victim|lift|the|100|lb|object|from|the|basket|and|turn|to|place|in|the|supply|car|pain|be|experienced|to|his|low|back|region|victim|be|6'5|''|thick|weighs|approximately|350|lb|should|be|able|to|handle|this|load,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
the|employee|climbed|up|on|rubber-|tire|dozer|rubber-tire-dozer-|to|get|serial|number|off|the|torque|converter|he|bent|over|and|twist|and|his|low|back|popped|he|report|it|to|his|supervisor|he|be|transport|to|the|emergency-room-|by|ambulance,O|B-person/employee|O|O|O|O|O|B-vehicle/heavy_vehicle/dozer|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O|O|O|B-person/supervisor|O|O|O|O|O|O|O|O,train
employee|state|that|while|remove|guard|from|the|chain|drive|of|d3-be1|elevator|he|lift|the|of|the|guard|and|his|finger|get|caught|on|something|cause|laceration|to|his|lefty|index|finger|the|employee|be|not|wear|his|glove,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/laceration|O|O|O|O|O|O|B-person/employee|O|O|O|O|O,train
roof|fall|occur|in|the|3rd|main|north|68|cross-cut|intersection|number|entry|the|fall|measure|approximately|18|foot|wide|30|foot|long|and|10|thick|primary|roof|support|in|this|area|be|foot|fully|grout|resin|bolt,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|O|O|O|O,train
roof|fall|be|discover|at|spad|310|in|the|number|entry|at|9:55|pm|during|pre-shift|examination|the|fall|be|approximately|20|foot|long|16|foot|wide|foot|high|the|fall|do|not|affect|miner|ventilation|nor|equipment,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|B-equipment,train
take|out|auger|shaft-use-|crane|and|chain|rig|rig|chain|around|shaft|on|end|other|end|have|chain|around|auger|flight|employee|have|his|hand|wrap|around|chain|chain|slip|off|flight|pin|left|hand|against|auger|housing|and|chain|the|crane|have|tension|on|so|when|it|slip|it|pin|employee's|finger|then|crane|pull|up|on|chain|lacerate|finger,O|O|B-equipment/mechanical_equipment/auger|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/auger|O|B-person/employee|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|B-equipment/mechanical_equipment/auger|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers,train
employee|slip|and|fell|while|get|out|of|komatsu|500|front|end|loader|laceration|above|ear,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/laceration|O|B-body_part/head/ear,train
he|be|tighten|up|bolt|on|front|of|ride|when|he|hurt|his|shoulder|and|pull|muscle|in|back|start|miss|03/29/06*,O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|B-body_part/back|O|O|O,train
employee|complain|of|chest|pain|and|other|pain|he|be|take|to|local|hospital|to|be|checked|out|st|luke's|tryon|north-carolina-|from|there|sent|to|spartanburg|south-carolina-,B-person/employee|O|O|B-body_part/body/chest|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|attempt|to|unplug|pressure|tap|on|the|kiln|pre-heat|cyclone|when|hot|material|blew|out|and|struck|the|employee|the|employee|remove|his|personal-protective-equipment-|he|found|that|he|have|suffer|burn|to|his|forearm,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|load|42|inch|belt|frame|from|the|ground|into|trailer|during|this|process|he|felt|pain|in|his|back|he|left|the|mine|later|sought|medical|attention|and|begin|to|miss|work|on|1/4/07,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|instal|light|fixture|in|the|ceiling|of|the|01|portal|conference|room|a|he|be|attempt|to|position|fixture|he|lacerate|his|thumb|on|the|frame|of|the|fixture|there|be|no|da|mage|or|impairment|to|the|mining|operation|the|injury|do|not|involve|compliance|job|skill|proficiency|training|attitude|or|protective|device|employee|be|not|wear|glove|protective,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O,train
while|pull|oversize|rock-out-|of|jaw|with|chain|chain|slip|off|rock|while|reattaching|chain|around|rock|employee|lose|balance|and|fell|approximately|10-ft-|head|first|into|the|jaw|crusher|hit|head|and|shoulder,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-body_part/head|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|B-body_part/head|O|B-body_part/arm/shoulder,train
employee|be|load|conveyor|belt|on|belt|car|and|be|use|clamp|rope|dog|to|pull|on|the|belt|the|clamp|slip|off|the|belt|cause|an|injury|to|his|left|shoulder|possible|rotary|cup|damage|to|shoulder|he|start|miss|work|from|this|incident|09/07/2010,B-person/employee|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O,train
the|victim|be|operating|diesel|tractor|pull|water|trailer|he|drove|to|the|surface|area|and|park|the|trailer|he|then|pull|away|from|the|trailer|and|ran|into|longwall|shield|which|be|store|on|the|surface|area|of|the|mine,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
injured|person|be|use|utility|knife|to|cut|plastic|tie|be|use|to|hold|glass|cleaning|station|in|place|after|several|attempt|to|cut|through|it|finally|cut|through|and|his|shoulder|jerked|forward|cause|injury,B-person/injured_person|I-person/injured_person|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|B-injury,train
the|employee|mention|be|injured|while|make|an|adjustment|to|the|fine|side|of|the|pioneer|triple|roll|thread|hydraulic|fitting|apparently|damage|at|previous|time|blew|out|of|the|hydraulic|adjust|ram|and|the|hose|it|be|attach|to|hit|employee|in|the|leg|and|blew|oil|into|his|face|and|right|eye,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/leg|O|O|O|O|O|O|O|B-body_part/head/eye/right_eye|I-body_part/head/eye/right_eye,train
employee|suffer|hearing|loss|identify|through|newmont|mining|corporation's|hearing|conservation|program,B-person/employee|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|use|belt|knife|to|trim|belt|and|cut|his|right|thigh,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O,train
williamstown|contractor|employee|sustain|laceration|to|his|right|upper|thigh|while|use|hand|held|grinder|to|cut|section|of|the|impact|bed|of|the|north|number|belt|when|the|grinder|kick|back|and|struck|his|leg|suture|be|require|to|close|the|wound,O|B-person/contractor|B-person/employee|O|B-injury/laceration|O|O|O|O|B-body_part/leg/thigh|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|B-body_part/leg|O|O|O|O|O|O|O,train
normal|bag|change|on|filter|didn't|feel|any|problem|until|later|date|do|not|report|to|u|work|injury|until|2/13/01|have|not|receive|any|physician|note|until|2/16|chiropractor,O|O|O|O|B-equipment/filter|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O|O|O|O|O|O|O|O|O,train
hot|product|from|kiln|number|move|from|the|cooler|bed|cause|the|89-801|conveyor|belt|to|catch|on|fire|the|fire|last|for|approximately|45-60|minute|and|be|extinguish|by|the|volunteer|fire|dept|employee|be|take|to|the|hospital|because|of|smoke|inhalation|be|treat|and|release,O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,train
this|occupational|illness|claim|become|mine-safety-and-health-administration-|reportable|upon|notification|of|claim|be|accepted|by|labor|and|industry|occupational|illness|mine-safety-and-health-administration-|report|lose|time|a|of|1-15-01,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
unintentional|roof|fall|20|inby|spad|number|384|from|6'-to-|18'-wide-|50'-long-,O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O,train
while|attempt|to|unplug|ditch|pump|employee's|foot|be|caught|between|bobcat|loader|and|the|guard|around|the|pump|the|resultant|injury|be|fracture|to|two|of|the|bone|on|the|foot,O|O|O|O|O|B-equipment/mechanical_equipment/pump|O|B-body_part/leg/foot|O|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/pump|O|O|B-injury|O|B-injury/fracture|O|O|O|O|O|O|O|B-body_part/leg/foot,train
employee|climbed|up|conveyor|belt|to|check|motor|size|while|up|on|the|conveyor|the|belt|roll|back|cause|the|employee|to|lose|his|footing|and|fall|approximately|15|ft|to|the|ground|there|be|no|power|to|the|equipment|employee|be|immediately|attend|to|by|witness|who|make|sure|he|be|conscious|and|kept|immobilize|when|it|appear|his|back|be|injured,B-person/employee|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|B-body_part/back|O|O|B-person/employee|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O,train
employee|be|work|a|material-|unloader|while|closing|door|on|rail|car|with|bar|the|bar|popped|out|jarring|his|shoulder|some|rail|car|be|in|very|poor|condition,B-person/employee|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O,train
we|brought|up|coal|mill|and|the|merrick|belt|caught|fire|belt|burn|up|and|little|damage|to|belt|structure|there|be|no|injury,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|spray|plaster|on|brattice|the|end|of|the|spray|nozzle|blew|off|strike|him|in|the|left|eye,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye/left_eye|I-body_part/head/eye/left_eye,train
employee|be|help|to|change|blow|bar|on|the|impact|crusher|left|wrist|be|caught|between|the|blow|bar|and|the|blow|bar|holder|tool|employee|be|diagnose|with|left|wrist|contusion/bruise|during|follow|up|appointment|on|07/13/2016|employee|be|refer|to|physical|therapy|by|the|treat|physician's|assistant,B-person/employee|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|B-body_part/arm/wrist/left_wrist|I-body_part/arm/wrist/left_wrist|O|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/arm/wrist/left_wrist|I-body_part/arm/wrist/left_wrist|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,train
man|be|work|on|the|4th|floor|of|surface|mill|when|he|be|ask|to|go|to|the|bottom|level|and|act|a|hole|watch|although|the|stair|be|right|next|to|the|work|area|he|go|approximately|60|to|manlift|belt|he|caught|his|right|heel|on|the|upper|floor|grate|a|the|platform|go|down|trip|him|back|and|cause|him|to|fall|off|the|platform|about|to|the|deck|below,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O,train
